ID,Providers_08_09,Providers_09_10,Providers_10_11,Providers_11_12,Providers_12_13,Providers_13_14,Providers_14_15,Providers_15_16,Providers_16_17,Providers_17_18,Providers_18_19,Providers_19_20,Providers_20_21,Providers_21_22
RTV,5 Boroughs Partnership NHS Foundation Trust,5 Boroughs Partnership NHS Foundation Trust,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,5 Boroughs Partnership NHS Foundation Trust,5 Boroughs Partnership NHS Foundation Trust (RTV),5 Boroughs Partnership NHS Foundation Trust (RTV),5 Boroughs Partnership NHS Foundation Trust (RTV),5 Boroughs Partnership NHS Foundation Trust (RTV),North West Boroughs Healthcare NHS Foundation Trust (RTV),North West Boroughs Healthcare NHS Foundation Trust (RTV),North West Boroughs Healthcare NHS Foundation Trust - (RTV),North West Boroughs Healthcare NHS Foundation Trust,North West Boroughs Healthcare NHS Foundation Trust
RTX,University Hospitals Of Morecambe Bay NHS Trust,University Hospitals Of Morecambe Bay NHS Trust,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,University Hospitals Of Morecambe Bay NHS Foundation Trust,University Hospitals Of Morecambe Bay NHS Foundation Trust (RTX),University Hospitals Of Morecambe Bay NHS Foundation Trust (RTX),University Hospitals Of Morecambe Bay NHS Foundation Trust (RTX),University Hospitals Of Morecambe Bay NHS Foundation Trust (RTX),University Hospitals of Morecambe Bay NHS Foundation Trust (RTX),University Hospitals of Morecambe Bay NHS Foundation Trust (RTX),University Hospitals Of Morecambe Bay NHS Foundation Trust - (RTX),University Hospitals Of Morecambe Bay NHS Foundation Trust,University Hospitals of Morecambe Bay NHS Foundation Trust
RV3,Central And North West London NHS Foundation Trust,Central And North West London NHS Foundation Trust,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,Central and North West London NHS Foundation Trust,Central And North West London NHS Foundation Trust (RV3),Central and North West London NHS Foundation Trust (RV3),Central and North West London NHS Foundation Trust (RV3),Central and North West London NHS Foundation Trust (RV3),Central and North West London NHS Foundation Trust (RV3),Central and North West London NHS Foundation Trust (RV3),Central And North West London NHS Foundation Trust - (RV3),Central And North West London NHS Foundation Trust,Central and North West London NHS Foundation Trust
RV5,South London And Maudsley NHS Foundation Trust,South London And Maudsley NHS Foundation Trust,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,South London and Maudsley NHS Foundation Trust,South London And Maudsley NHS Foundation Trust (RV5),South London and Maudsley NHS Foundation Trust (RV5),South London and Maudsley NHS Foundation Trust (RV5),South London and Maudsley NHS Foundation Trust (RV5),South London and Maudsley NHS Foundation Trust (RV5),South London and Maudsley NHS Foundation Trust (RV5),,,
RV7,Bedfordshire And Luton Mental Health And Social Care Partnership NHS Trust,Bedfordshire And Luton Mental Health And Social Care Partnership NHS Trust,,,,,,,,,,,,
RV8,North West London Hospitals NHS Trust,North West London Hospitals NHS Trust,NORTH WEST LONDON HOSPITALS NHS TRUST,NORTH WEST LONDON HOSPITALS NHS TRUST,North West London Hospitals NHS Trust,North West London Hospitals NHS Trust (RV8),,,,,,,,
RV9,Humber NHS Foundation Trust,Humber NHS Foundation Trust,,,,,,,,,,,,
RV9-X,,,HUMBER NHS FOUNDATION TRUST,HUMBER NHS FOUNDATION TRUST,Humber NHS Foundation Trust,Humber NHS Foundation Trust (RV9-X),Humber NHS Foundation Trust (RV9-X),Humber NHS Foundation Trust (RV9-X),Humber NHS Foundation Trust (RV9-X),Humber NHS Foundation Trust (RV9-X),Humber Teaching NHS Foundation Trust (RV9-X),Humber Teaching NHS Foundation Trust - (RV9-X),Humber Teaching NHS Foundation Trust,Humber Teaching NHS Foundation Trust
RVJ,North Bristol NHS Trust,North Bristol NHS Trust,,,,,,,,,,,,
RVJ-X,,,NORTH BRISTOL NHS TRUST,NORTH BRISTOL NHS TRUST,North Bristol NHS Trust,North Bristol NHS Trust (RVJ-X),North Bristol NHS Trust (RVJ-X),North Bristol NHS Trust (RVJ-X),North Bristol NHS Trust (RVJ-X),North Bristol NHS Trust (RVJ-X),North Bristol NHS Trust (RVJ-X),North Bristol NHS Trust - (RVJ-X),North Bristol NHS Trust,North Bristol NHS Trust
RVL,Barnet And Chase Farm Hospitals NHS Trust,Barnet And Chase Farm Hospitals NHS Trust,BARNET AND CHASE FARM HOSPITALS NHS TRUST,BARNET AND CHASE FARM HOSPITALS NHS TRUST,Barnet and Chase Farm Hospitals NHS Trust,Barnet And Chase Farm Hospitals NHS Trust (RVL),Barnet and Chase Farm Hospitals NHS Trust (RVL),Barnet and Chase Farm Hospitals NHS Trust (RVL),,,,,,
RVN,Avon And Wiltshire Mental Health Partnership NHS Trust,Avon And Wiltshire Mental Health Partnership NHS Trust,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,Avon and Wiltshire Mental Health Partnership NHS Trust,Avon And Wiltshire Mental Health Partnership NHS Trust (RVN),Avon and Wiltshire Mental Health Partnership NHS Trust (RVN),Avon and Wiltshire Mental Health Partnership NHS Trust (RVN),Avon and Wiltshire Mental Health Partnership NHS Trust (RVN),Avon and Wiltshire Mental Health Partnership NHS Trust (RVN),Avon and Wiltshire Mental Health Partnership NHS Trust (RVN),Avon And Wiltshire Mental Health Partnership NHS Trust - (RVN),Avon And Wiltshire Mental Health Partnership NHS Trust,Avon and Wiltshire Mental Health Partnership NHS Trust
RVR,Epsom And St Helier University Hospitals NHS Trust,Epsom And St Helier University Hospitals NHS Trust,,,,,,,,,,,,
RVR-X,,,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Epsom and St Helier University Hospitals NHS Trust,Epsom And St Helier University Hospitals NHS Trust (RVR-X),Epsom and St Helier University Hospitals NHS Trust (RVR-X),Epsom and St Helier University Hospitals NHS Trust (RVR-X),Epsom and St Helier University Hospitals NHS Trust (RVR-X),Epsom and St Helier University Hospitals NHS Trust (RVR-X),Epsom and St Helier University Hospitals NHS Trust (RVR-X),Epsom And St Helier University Hospitals NHS Trust - (RVR-X),Epsom And St Helier University Hospitals NHS Trust,Epsom and St Helier University Hospitals NHS Trust
RVV,East Kent Hospitals University NHS Foundation Trust,East Kent Hospitals University NHS Foundation Trust,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,East Kent Hospitals University NHS Foundation Trust,East Kent Hospitals University NHS Foundation Trust (RVV),East Kent Hospitals University NHS Foundation Trust (RVV),East Kent Hospitals University NHS Foundation Trust (RVV),East Kent Hospitals University NHS Foundation Trust (RVV),East Kent Hospitals University NHS Foundation Trust (RVV),East Kent Hospitals University NHS Foundation Trust (RVV),East Kent Hospitals University NHS Foundation Trust - (RVV),East Kent Hospitals University NHS Foundation Trust,East Kent Hospitals University NHS Foundation Trust
RVW,North Tees And Hartlepool NHS Foundation Trust,North Tees And Hartlepool NHS Foundation Trust,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,North Tees and Hartlepool NHS Foundation Trust,North Tees And Hartlepool NHS Foundation Trust (RVW),North Tees and Hartlepool NHS Foundation Trust (RVW),North Tees and Hartlepool NHS Foundation Trust (RVW),North Tees and Hartlepool NHS Foundation Trust (RVW),North Tees and Hartlepool NHS Foundation Trust (RVW),North Tees and Hartlepool NHS Foundation Trust (RVW),North Tees And Hartlepool NHS Foundation Trust - (RVW),North Tees And Hartlepool NHS Foundation Trust,North Tees and Hartlepool NHS Foundation Trust
RVY,Southport And Ormskirk Hospital NHS Trust,Southport And Ormskirk Hospital NHS Trust,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Southport and Ormskirk Hospital NHS Trust,Southport And Ormskirk Hospital NHS Trust (RVY),Southport and Ormskirk Hospital NHS Trust (RVY),Southport and Ormskirk Hospital NHS Trust (RVY),Southport and Ormskirk Hospital NHS Trust (RVY),Southport and Ormskirk Hospital NHS Trust (RVY),Southport and Ormskirk Hospital NHS Trust (RVY),Southport And Ormskirk Hospital NHS Trust - (RVY),Southport And Ormskirk Hospital NHS Trust,Southport and Ormskirk Hospital NHS Trust
RW1,Hampshire Partnership NHS Foundation Trust,Hampshire Partnership NHS Foundation Trust,SOUTHERN HEALTH NHS FOUNDATION TRUST,SOUTHERN HEALTH NHS FOUNDATION TRUST,Southern Health NHS Foundation Trust,Southern Health NHS Foundation Trust (RW1),Southern Health NHS Foundation Trust (RW1),Southern Health NHS Foundation Trust (RW1),Southern Health NHS Foundation Trust (RW1),Southern Health NHS Foundation Trust (RW1),Southern Health NHS Foundation Trust (RW1),Southern Health NHS Foundation Trust - (RW1),Southern Health NHS Foundation Trust,Southern Health NHS Foundation Trust
RW3,Central Manchester University Hospitals NHS Foundation Trust,Central Manchester University Hospitals NHS Foundation Trust,,,,,,,,,,,,
RW3-X,,,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Central Manchester University Hospitals NHS Foundation Trust,Central Manchester University Hospitals NHS Foundation Trust (RW3-X),Central Manchester University Hospitals NHS Foundation Trust (RW3-X),Central Manchester University Hospitals NHS Foundation Trust (RW3-X),Central Manchester University Hospitals NHS Foundation Trust (RW3-X),,,,,
RW4,Mersey Care NHS Trust,Mersey Care NHS Trust,MERSEY CARE NHS TRUST,MERSEY CARE NHS TRUST,Mersey Care NHS Trust,Mersey Care NHS Trust (RW4),Mersey Care NHS Trust (RW4),Mersey Care NHS Trust (RW4),Mersey Care NHS Trust (RW4),Mersey Care NHS Foundation Trust (RW4),Mersey Care NHS Foundation Trust (RW4),Mersey Care NHS Foundation Trust - (RW4),Mersey Care NHS Foundation Trust,Mersey Care NHS Foundation Trust
RW5,Lancashire Care NHS Foundation Trust,Lancashire Care NHS Foundation Trust,LANCASHIRE CARE NHS FOUNDATION TRUST,LANCASHIRE CARE NHS FOUNDATION TRUST,Lancashire Care NHS Foundation Trust,Lancashire Care NHS Foundation Trust (RW5),Lancashire Care NHS Foundation Trust (RW5),Lancashire Care NHS Foundation Trust (RW5),Lancashire Care NHS Foundation Trust (RW5),Lancashire Care NHS Foundation Trust (RW5),Lancashire Care NHS Foundation Trust (RW5),Lancashire & South Cumbria NHS Foundation Trust - (RW5),Lancashire & South Cumbria NHS Foundation Trust,Lancashire & South Cumbria NHS Foundation Trust
RW6,Pennine Acute Hospitals NHS Trust,Pennine Acute Hospitals NHS Trust,PENNINE ACUTE HOSPITALS NHS TRUST,PENNINE ACUTE HOSPITALS NHS TRUST,Pennine Acute Hospitals NHS Trust,Pennine Acute Hospitals NHS Trust (RW6),Pennine Acute Hospitals NHS Trust (RW6),Pennine Acute Hospitals NHS Trust (RW6),Pennine Acute Hospitals NHS Trust (RW6),Pennine Acute Hospitals NHS Trust (RW6),Pennine Acute Hospitals NHS Trust (RW6),Pennine Acute Hospitals NHS Trust - (RW6),Pennine Acute Hospitals NHS Trust,Pennine Acute Hospitals NHS Trust
RWA,Hull And East Yorkshire Hospitals NHS Trust,Hull And East Yorkshire Hospitals NHS Trust,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,Hull and East Yorkshire Hospitals NHS Trust,Hull And East Yorkshire Hospitals NHS Trust (RWA),Hull and East Yorkshire Hospitals NHS Trust (RWA),Hull and East Yorkshire Hospitals NHS Trust (RWA),Hull and East Yorkshire Hospitals NHS Trust (RWA),Hull and East Yorkshire Hospitals NHS Trust (RWA),Hull and East Yorkshire Hospitals NHS Trust (RWA),Hull University Teaching Hospitals NHS Trust - (RWA),Hull University Teaching Hospitals NHS Trust,Hull University Teaching Hospitals NHS Trust
RWD,United Lincolnshire Hospitals NHS Trust,United Lincolnshire Hospitals NHS Trust,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,United Lincolnshire Hospitals NHS Trust,United Lincolnshire Hospitals NHS Trust (RWD),United Lincolnshire Hospitals NHS Trust (RWD),United Lincolnshire Hospitals NHS Trust (RWD),United Lincolnshire Hospitals NHS Trust (RWD),United Lincolnshire Hospitals NHS Trust (RWD),United Lincolnshire Hospitals NHS Trust (RWD),United Lincolnshire Hospitals NHS Trust - (RWD),United Lincolnshire Hospitals NHS Trust,United Lincolnshire Hospitals NHS Trust
RWE,University Hospitals Of Leicester NHS Trust,University Hospitals Of Leicester NHS Trust,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,University Hospitals Of Leicester NHS Trust,University Hospitals Of Leicester NHS Trust (RWE),University Hospitals Of Leicester NHS Trust (RWE),University Hospitals Of Leicester NHS Trust (RWE),University Hospitals Of Leicester NHS Trust (RWE),University Hospitals of Leicester NHS Trust (RWE),University Hospitals of Leicester NHS Trust (RWE),University Hospitals Of Leicester NHS Trust - (RWE),University Hospitals Of Leicester NHS Trust,University Hospitals of Leicester NHS Trust
RWF,Maidstone And Tunbridge Wells NHS Trust,Maidstone And Tunbridge Wells NHS Trust,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Maidstone and Tunbridge Wells NHS Trust,Maidstone And Tunbridge Wells NHS Trust (RWF),Maidstone and Tunbridge Wells NHS Trust (RWF),Maidstone and Tunbridge Wells NHS Trust (RWF),Maidstone and Tunbridge Wells NHS Trust (RWF),Maidstone and Tunbridge Wells NHS Trust (RWF),Maidstone and Tunbridge Wells NHS Trust (RWF),Maidstone And Tunbridge Wells NHS Trust - (RWF),Maidstone And Tunbridge Wells NHS Trust,Maidstone and Tunbridge Wells NHS Trust
RWG,West Hertfordshire Hospitals NHS Trust,West Hertfordshire Hospitals NHS Trust,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,West Hertfordshire Hospitals NHS Trust,West Hertfordshire Hospitals NHS Trust (RWG),West Hertfordshire Hospitals NHS Trust (RWG),West Hertfordshire Hospitals NHS Trust (RWG),West Hertfordshire Hospitals NHS Trust (RWG),West Hertfordshire Hospitals NHS Trust (RWG),West Hertfordshire Hospitals NHS Trust (RWG),West Hertfordshire Hospitals NHS Trust - (RWG),West Hertfordshire Hospitals NHS Trust,West Hertfordshire Hospitals NHS Trust
RWH,East And North Hertfordshire NHS Trust,East And North Hertfordshire NHS Trust,EAST AND NORTH HERTFORDSHIRE NHS TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,East and North Hertfordshire NHS Trust,East And North Hertfordshire NHS Trust (RWH),East and North Hertfordshire NHS Trust (RWH),East and North Hertfordshire NHS Trust (RWH),East and North Hertfordshire NHS Trust (RWH),East and North Hertfordshire NHS Trust (RWH),East and North Hertfordshire NHS Trust (RWH),East And North Hertfordshire NHS Trust - (RWH),East And North Hertfordshire NHS Trust,East and North Hertfordshire NHS Trust
RWJ,Stockport NHS Foundation Trust,Stockport NHS Foundation Trust,STOCKPORT NHS FOUNDATION TRUST,STOCKPORT NHS FOUNDATION TRUST,Stockport NHS Foundation Trust,Stockport NHS Foundation Trust (RWJ),Stockport NHS Foundation Trust (RWJ),Stockport NHS Foundation Trust (RWJ),Stockport NHS Foundation Trust (RWJ),Stockport NHS Foundation Trust (RWJ),Stockport NHS Foundation Trust (RWJ),Stockport NHS Foundation Trust - (RWJ),Stockport NHS Foundation Trust,Stockport NHS Foundation Trust
RWK,East London NHS Foundation Trust,East London NHS Foundation Trust,EAST LONDON NHS FOUNDATION TRUST,EAST LONDON NHS FOUNDATION TRUST,East London NHS Foundation Trust,East London NHS Foundation Trust (RWK),East London NHS Foundation Trust (RWK),East London NHS Foundation Trust (RWK),East London NHS Foundation Trust (RWK),East London NHS Foundation Trust (RWK),East London NHS Foundation Trust (RWK),East London NHS Foundation Trust - (RWK),East London NHS Foundation Trust,East London NHS Foundation Trust
RWN,South Essex Partnership University NHS Foundation Trust,South Essex Partnership University NHS Foundation Trust,SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,South Essex Partnership University NHS Foundation Trust,South Essex Partnership University NHS Foundation Trust (RWN),South Essex Partnership University NHS Foundation Trust (RWN),South Essex Partnership University NHS Foundation Trust (RWN),South Essex Partnership University NHS Foundation Trust (RWN),,,,,
RWP,Worcestershire Acute Hospitals NHS Trust,Worcestershire Acute Hospitals NHS Trust,,,,,,,,,,,,
RWP-X,,,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Worcestershire Acute Hospitals NHS Trust,Worcestershire Acute Hospitals NHS Trust (RWP-X),Worcestershire Acute Hospitals NHS Trust (RWP-X),Worcestershire Acute Hospitals NHS Trust (RWP-X),Worcestershire Acute Hospitals NHS Trust (RWP-X),Worcestershire Acute Hospitals NHS Trust (RWP-X),Worcestershire Acute Hospitals NHS Trust (RWP-X),Worcestershire Acute Hospitals NHS Trust - (RWP-X),Worcestershire Acute Hospitals NHS Trust,Worcestershire Acute Hospitals NHS Trust
RWQ,Worcestershire Mental Health Partnership NHS Trust,Worcestershire Mental Health Partnership NHS Trust,WORCESTERSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,WORCESTERSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,,,,,,,,,,
RWR,Hertfordshire Partnership NHS Foundation Trust,Hertfordshire Partnership NHS Foundation Trust,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Hertfordshire Partnership NHS Foundation Trust,Hertfordshire Partnership University NHS Foundation Trust (RWR),Hertfordshire Partnership University NHS Foundation Trust (RWR),Hertfordshire Partnership University NHS Foundation Trust (RWR),Hertfordshire Partnership University NHS Foundation Trust (RWR),Hertfordshire Partnership University NHS Foundation Trust (RWR),Hertfordshire Partnership University NHS Foundation Trust (RWR),Hertfordshire Partnership University NHS Foundation Trust - (RWR),Hertfordshire Partnership University NHS Foundation Trust,Hertfordshire Partnership University NHS Foundation Trust
RWV,Devon Partnership NHS Trust,Devon Partnership NHS Trust,DEVON PARTNERSHIP NHS TRUST,DEVON PARTNERSHIP NHS TRUST,Devon Partnership NHS Trust,Devon Partnership NHS Trust (RWV),Devon Partnership NHS Trust (RWV),Devon Partnership NHS Trust (RWV),Devon Partnership NHS Trust (RWV),Devon Partnership NHS Trust (RWV),Devon Partnership NHS Trust (RWV),,,
RWW,Warrington And Halton Hospitals NHS Foundation Trust,Warrington And Halton Hospitals NHS Foundation Trust,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,Warrington and Halton Hospitals NHS Foundation Trust,Warrington And Halton Hospitals NHS Foundation Trust (RWW),Warrington and Halton Hospitals NHS Foundation Trust (RWW),Warrington and Halton Hospitals NHS Foundation Trust (RWW),Warrington and Halton Hospitals NHS Foundation Trust (RWW),Warrington and Halton Hospitals NHS Foundation Trust (RWW),Warrington and Halton Hospitals NHS Foundation Trust (RWW),Warrington And Halton Teaching Hospitals NHS Foundation Trust - (RWW),Warrington And Halton Teaching Hospitals NHS Foundation Trust,Warrington and Halton Teaching Hospitals NHS Foundation Trust
